date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:36	12147/12147	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2028%20Aug%202022%2001:13:42%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/odometer.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/odometer.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:36	62478/62478	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2029%20Sep%202022%2021:58:52%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/owl.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/owl.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:37	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2005%20Sep%202022%2004:35:28%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/jquery.magnific-popup.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/jquery.magnific-popup.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:37	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202016%2023:32:24%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/jquery.nice-select.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/jquery.nice-select.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:37	143630/143630	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:27:44%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/swiper-bundle.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/swiper-bundle.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:37	12056/12056	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Sep%202023%2021:27:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/main.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/main.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:38	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jul%202024%2017:13:51%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/css/owl.video.play.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/css/owl.video.play.png	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/owl.min.css)
18:13:38	107460/107460	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-brands-400.woff2	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-brands-400.woff2	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:39	25096/25096	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-regular-400.woff2	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-regular-400.woff2	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:39	186112/186112	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-brands-400.ttf	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-brands-400.ttf	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:39	62048/62048	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-regular-400.ttf	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-regular-400.ttf	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:40	150472/150472	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-solid-900.woff2	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-solid-900.woff2	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:40	397728/397728	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-solid-900.ttf	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-solid-900.ttf	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:40	4584/4584	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-v4compatibility.woff2	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-v4compatibility.woff2	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:40	10136/10136	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2028%20Aug%202022%2002:47:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-v4compatibility.ttf	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/webfonts/fa-v4compatibility.ttf	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/all.min.css)
18:13:41	652830/652830	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2011:46:52%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/footer/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/footer/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:41	513428/513428	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2015:42:28%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:41	837019/837019	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2013:25:02%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:41	547454/547454	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2015:44:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:42	708428/708428	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20May%202023%2014:00:12%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/blog.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/blog.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:43	758717/758717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20May%202023%2015:07:06%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/trainer.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/trainer.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:43	1055318/1055318	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20May%202023%2014:39:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/event.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/event.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:43	1120804/1120804	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2014:31:34%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/banner4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:44	122916/122916	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2004:00:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/video/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/video/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:44	687171/687171	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2014:56:54%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:44	640751/640751	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20May%202023%2003:45:42%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/banner/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:44	866937/866937	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2015:43:50%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/newsletter/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/newsletter/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:44	449252/449252	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Apr%202023%2014:12:18%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/promotion/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/promotion/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:44	774804/774804	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2015:50:32%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/counter/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/counter/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:45	498903/498903	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20May%202023%2007:40:18%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/discount/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/discount/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css)
18:13:45	236696/236696	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:23:22%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:45	254561/254561	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:34:12%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:45	223504/223504	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:34:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:46	288328/288328	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:35:10%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:46	344433/344433	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:35:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-5.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/slider-5.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:46	12505/12505	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:37:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:46	13075/13075	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:37:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:46	13103/13103	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:38:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:47	12697/12697	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:38:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:47	15234/15234	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20May%202023%2014:39:14%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-5.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/small-5.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:47	21662/21662	---M--	200	added ('OK')	image/png	date:Mon,%2008%20May%202023%2013:39:16%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/icon1.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/icon1.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:47	17325/17325	---M--	200	added ('OK')	image/png	date:Mon,%2008%20May%202023%2013:58:36%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/icon2.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/icon2.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:47	12184/12184	---M--	200	added ('OK')	image/png	date:Mon,%2008%20May%202023%2014:03:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/icon3.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/choose/icon3.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:48	76224/76224	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20May%202023%2007:55:24%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes7.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes7.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:48	61193/61193	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20May%202023%2006:55:38%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes5.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes5.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:48	105455/105455	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20May%202023%2006:55:14%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:48	78267/78267	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20May%202023%2006:56:34%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes6.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes6.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:48	21400/21400	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2001:37:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:49	23780/23780	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2001:40:18%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:49	16528/16528	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2001:48:14%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:49	78064/78064	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2006:23:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/event/e1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/event/e1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:49	88583/88583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2006:44:44%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/event/e2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/event/e2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:50	70466/70466	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20May%202023%2006:45:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/event/e3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/event/e3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index-2.html)
18:13:50	483176/483176	---M--	200	added ('OK')	image/png	date:Tue,%2023%20May%202023%2003:01:50%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/about.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/about.png	(from https://nextgenerationdev.com/demos/html/salud/salud/about.html)
18:13:50	104282/104282	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2014:12:38%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/details/trainner.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/details/trainner.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/classes-details.html)
18:13:51	342130/342130	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Jun%202023%2013:15:40%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/details/details-bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/details/details-bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/classes-details.html)
18:13:51	17821/17821	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2003:02:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/event/details/recent/r1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/event/details/recent/r1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/event-details.html)
18:13:51	17690/17690	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2003:05:44%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/event/details/recent/r2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/event/details/recent/r2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/event-details.html)
18:13:51	20051/20051	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2003:06:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/event/details/recent/r3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/event/details/recent/r3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/event-details.html)
18:13:52	91213/91213	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2003:52:22%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/team/details/t1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/team/details/t1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/trainner-details.html)
18:13:52	22770/22770	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2001:55:56%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop.html)
18:13:52	22533/22533	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202023%2001:57:18%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/5.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/5.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop.html)
18:13:53	6383/6383	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2011:05:44%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:53	7132/7132	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2011:06:12%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:53	5658/5658	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2011:06:38%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:53	7805/7805	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2011:07:00%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:53	7375/7375	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2011:07:24%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s5.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/s5.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:54	5215/5215	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2015:54:34%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/c1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/single/c1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:54	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jul%202024%2017:14:07%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/single-product.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/single-product.html	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html)
18:13:54	4878/4878	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jun%202023%2011:21:12%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/product/cart/c1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/product/cart/c1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-cart.html)
18:13:55	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jul%202024%2017:14:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/cart.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/cart.html	(from https://nextgenerationdev.com/demos/html/salud/salud/shop-cart.html)
